Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"AbstractHashedMap$HashEntry",7,0.21,1.29,30,0.34,11544.91,11,4,15,7,1,171.51,8,43,48.00,17.00,3,0.00,0,0,1,1,1,2,0.07,0.00,java.lang.Object,121.79,0,1,0,1034.41,0,252,0.00,9,6,0,2,2
"AbstractHashedMap$HashIterator",6,0.28,2.17,48,0.44,14660.05,11,5,15,6,1,158.70,8,63,6.00,0.00,4,0.00,0,0,2,1,1,1,0.43,0.00,java.lang.Object,110.13,0,1,0,1310.43,0,283,0.00,13,4,0,3,0
"AbstractHashedMap$HashMapIterator",5,0.00,1.60,20,0.17,3440.64,5,0,15,5,2,172.69,3,29,7.00,14.00,2,0.50,0,1,1,2,2,1,0.00,0.00,org.apache.commons.collections.map.HashIterator,125.83,0,1,0,511.24,2,126,0.00,8,4,0,2,0
"AbstractHashedMap$KeySet",6,0.20,1.00,17,0.11,1390.88,7,1,15,6,1,183.18,4,24,3.00,0.00,1,0.50,0,1,2,1,2,1,0.83,0.00,java.util.AbstractSet,135.27,0,0,0,318.33,0,93,0.00,6,4,0,2,0
"AbstractHashedMap$KeySetIterator",2,0.00,1.00,5,0.03,228.30,2,0,15,2,1,186.69,3,8,2.00,2.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.EntrySetIterator,139.72,0,0,0,86.43,1,28,0.00,2,1,0,2,0
"AbstractHashedMap$Values",5,0.25,1.00,13,0.07,772.18,6,1,15,5,1,187.35,4,19,3.00,0.00,1,0.50,0,1,2,1,2,1,0.80,0.00,java.util.AbstractCollection,138.05,0,0,0,223.14,0,68,0.00,5,3,0,2,0
"AbstractHashedMap$ValuesIterator",2,0.00,1.00,5,0.03,228.30,2,0,15,2,1,186.69,3,8,2.00,2.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.HashIterator,139.72,0,0,0,86.43,1,28,0.00,2,1,0,2,0
"AbstractIteratorDecorator",5,0.25,1.20,15,0.08,1249.19,6,1,1,5,12,116.17,25,22,2.00,0.00,2,0.00,9,0,2,0,1,5,0.80,9.00,java.lang.Object,134.05,0,1,0,254.42,0,74,0.00,6,3,12,1,0
"AbstractKeyValue",4,0.33,1.00,13,0.09,1182.72,6,2,1,4,3,82.71,34,22,43.00,8.00,1,0.00,6,0,1,1,1,5,0.25,6.00,java.lang.Object,132.22,0,1,0,263.25,0,76,0.00,4,3,2,2,2
"AbstractLinkedList",49,0.17,1.76,263,2.37,81831.04,52,3,12,49,6,125.58,178,328,15.00,463.00,7,0.00,2,0,13,1,1,39,0.17,2.00,java.lang.Object,118.00,0,1,0,7119.14,0,1603,0.00,86,36,5,2,21
"AbstractLinkedList$LinkedListIterator",12,0.25,1.33,60,0.42,8029.68,17,5,12,12,2,124.25,47,78,6.00,0.00,2,0.00,0,0,5,2,1,6,0.43,0.00,java.lang.Object,122.37,0,1,0,1261.82,0,307,0.00,16,7,0,2,5
"AbstractLinkedList$LinkedSubList",14,0.33,1.50,76,0.70,16372.01,18,4,12,14,1,165.43,8,98,11.00,0.00,4,0.50,0,1,5,1,2,2,0.55,0.00,java.util.AbstractList,119.09,0,0,0,2103.71,0,478,0.00,21,9,0,2,4
"AbstractLinkedList$LinkedSubListIterator",6,0.40,1.00,19,0.15,1923.11,7,1,12,6,0,181.88,5,26,2.00,0.00,1,0.50,0,1,3,0,2,2,0.67,0.00,org.apache.commons.collections.list.LinkedListIterator,132.36,0,0,0,463.20,4,123,0.00,6,3,0,2,1
"AbstractLinkedList$Node",3,0.17,1.00,16,0.08,1246.43,6,3,12,3,0,78.34,22,20,0.00,4.00,1,0.00,0,0,3,0,1,5,0.22,0.00,java.lang.Object,123.03,0,0,0,247.31,0,72,0.00,3,0,0,2,0
"AbstractLinkedMap",21,0.60,1.81,103,0.95,31554.53,22,1,10,21,14,69.83,187,132,22.00,58.00,6,0.25,2,1,9,7,2,33,0.43,1.00,org.apache.commons.collections.map.AbstractHashedMap,119.81,0,1,0,2855.01,4,667,0.18,38,12,7,1,1
"AbstractLinkedMap$EntrySetIterator",3,0.00,1.00,7,0.04,302.25,3,0,10,3,1,191.27,3,11,2.00,3.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.LinkIterator,141.27,0,0,0,111.08,2,36,0.00,3,2,0,2,0
"AbstractLinkedMap$KeySetIterator",3,0.00,1.00,7,0.04,373.59,3,0,10,3,1,190.54,3,11,3.00,3.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.EntrySetIterator,140.54,0,0,0,134.86,2,42,0.00,3,2,0,2,0
"AbstractLinkedMap$LinkEntry",1,2.00,1.00,5,0.03,281.90,3,2,10,1,0,105.26,14,7,0.00,1.00,1,0.50,0,1,1,0,2,3,0.00,0.00,org.apache.commons.collections.map.HashEntry,125.40,0,0,0,98.38,0,29,0.00,1,0,0,2,0
"AbstractLinkedMap$LinkIterator",9,0.41,1.78,48,0.41,8332.52,13,4,10,9,4,169.23,7,67,7.00,0.00,3,0.00,0,0,3,4,1,1,0.61,0.00,java.lang.Object,120.11,0,1,0,1221.75,0,286,0.00,16,6,0,3,0
"AbstractLinkedMap$LinkMapIterator",6,0.00,1.50,22,0.19,3585.94,6,0,10,6,3,172.51,3,32,6.00,6.00,2,0.50,0,1,1,3,2,1,0.00,0.00,org.apache.commons.collections.map.LinkIterator,127.74,0,1,0,559.67,3,140,0.00,9,5,0,2,0
"AbstractLinkedMap$ValuesIterator",3,0.00,1.00,7,0.04,373.59,3,0,10,3,1,190.54,3,11,3.00,3.00,1,0.50,0,1,1,1,2,1,0.00,0.00,org.apache.commons.collections.map.LinkIterator,140.54,0,0,0,134.86,2,42,0.00,3,2,0,2,0
"AbstractListDecorator",12,0.00,1.00,25,0.21,2598.56,12,0,4,12,5,183.04,22,38,7.00,12.00,1,0.17,4,1,2,1,2,4,0.00,2.00,org.apache.commons.collections.collection.AbstractCollectionDecorator,140.49,0,1,0,632.62,1,185,0.00,12,10,4,2,1
"AbstractListIteratorDecorator",11,0.10,1.09,27,0.16,2109.39,12,1,1,11,8,173.29,25,40,6.00,0.00,2,0.00,4,0,4,0,1,5,0.91,4.00,java.lang.Object,138.23,0,1,0,480.27,0,144,0.00,12,7,8,1,0
"AbstractMapBag",27,0.02,2.26,203,2.04,63341.55,31,4,11,27,5,69.87,186,251,20.00,27.00,6,0.00,2,0,5,3,1,38,0.23,2.00,java.lang.Object,111.26,0,1,0,6118.14,0,1290,0.00,61,22,3,2,8
"AbstractMapBag$BagIterator",4,0.72,2.25,35,0.33,6985.31,10,6,11,4,1,109.81,0,46,9.00,0.00,4,0.00,0,0,2,1,1,0,0.71,0.00,java.lang.Object,109.81,0,1,0,990.25,0,214,0.00,9,2,0,1,0
"AbstractMapBag$MutableInteger",3,0.50,1.33,10,0.06,1066.37,4,1,11,3,0,179.67,4,15,3.00,1.00,2,0.00,0,0,1,0,1,2,0.67,0.00,java.lang.Object,131.10,0,0,0,182.48,0,52,0.00,4,2,0,2,0
"AbstractMapDecorator",17,0.06,1.12,40,0.27,3785.87,18,1,3,17,8,180.19,32,60,9.00,0.00,2,0.00,22,0,3,0,1,4,0.94,22.00,java.lang.Object,138.39,0,1,0,796.01,0,235,0.00,19,14,8,2,0
"AbstractMapEntry",4,0.00,1.50,16,0.23,9593.37,4,0,1,4,5,74.96,42,26,34.00,4.00,3,0.17,4,1,1,1,2,7,0.00,2.00,org.apache.commons.collections.keyvalue.AbstractKeyValue,121.58,0,1,0,692.60,2,165,0.00,6,3,4,2,0
"AbstractMapEntryDecorator",8,0.14,1.25,22,0.15,2267.09,9,1,2,8,7,160.75,22,33,5.00,0.00,2,0.00,4,0,1,1,1,4,0.88,4.00,java.lang.Object,135.01,0,1,0,455.52,0,129,0.00,10,7,6,2,0
"AbstractMapIteratorDecorator",8,0.14,1.12,21,0.12,1772.30,9,1,1,8,1,157.25,24,31,4.00,0.00,2,0.00,0,0,2,1,1,5,0.88,0.00,java.lang.Object,136.64,0,1,0,370.67,0,110,0.00,9,6,0,1,0
"AbstractOrderedBidiMapDecorator",8,0.00,1.00,17,0.11,1330.09,8,0,2,8,6,148.81,29,27,5.00,14.00,1,0.29,4,2,1,3,3,4,0.00,1.33,org.apache.commons.collections.bidimap.AbstractBidiMapDecorator,141.07,0,1,0,327.32,0,104,0.00,8,7,3,2,1
"AbstractOrderedMapDecorator",8,0.00,1.00,17,0.11,1330.09,8,0,3,8,5,148.81,29,27,5.00,14.00,1,0.33,1,1,1,4,2,4,0.00,0.50,org.apache.commons.collections.map.AbstractMapDecorator,141.07,0,1,0,327.32,0,104,0.00,8,7,1,2,1
"AbstractOrderedMapIteratorDecorator",10,0.11,1.10,25,0.15,2051.25,11,1,1,10,1,170.36,24,37,5.00,0.00,2,0.00,0,0,2,1,1,5,0.90,0.00,java.lang.Object,137.70,0,1,0,440.40,0,132,0.00,11,8,0,1,0
"AbstractSetDecorator",2,0.00,1.00,5,0.03,208.26,2,0,2,2,4,93.42,21,8,4.00,2.00,1,0.14,5,1,1,1,2,3,0.00,2.50,org.apache.commons.collections.collection.AbstractCollectionDecorator,140.04,0,1,0,78.51,1,27,0.00,2,1,3,2,0
"AbstractSortedBagDecorator",5,0.00,1.00,11,0.06,664.73,5,0,2,5,3,133.88,22,18,4.00,5.00,1,0.50,1,2,1,2,3,4,0.00,0.33,org.apache.commons.collections.bag.AbstractBagDecorator,141.27,0,1,0,192.63,1,63,0.00,5,4,1,2,1
"AbstractSortedBidiMapDecorator",7,0.00,1.00,15,0.11,1261.11,7,0,3,7,3,138.12,29,24,6.00,12.00,1,0.60,1,3,1,2,4,4,0.00,0.25,org.apache.commons.collections.bidimap.AbstractOrderedBidiMapDecorator,140.66,0,1,0,319.90,0,98,0.00,7,6,1,2,1
"AbstractSortedMapDecorator",8,0.00,1.00,17,0.12,1413.27,8,0,2,8,3,148.60,29,27,5.00,14.00,1,0.20,3,1,1,1,2,4,0.00,1.50,org.apache.commons.collections.map.AbstractMapDecorator,140.86,0,1,0,357.94,0,110,0.00,8,7,2,2,1
"AbstractSortedSetDecorator",8,0.00,1.00,17,0.12,1423.27,8,0,3,8,2,166.57,22,26,5.00,8.00,1,0.50,1,2,1,1,3,4,0.00,0.33,org.apache.commons.collections.set.AbstractSetDecorator,140.84,0,1,0,360.94,1,111,0.00,8,7,1,2,1
"AbstractTestBag",24,0.00,1.50,334,3.89,165776.81,24,0,9,24,9,134.76,52,366,21.00,24.00,4,0.20,11,3,22,3,4,28,0.00,2.75,org.apache.commons.collections.AbstractTestObject,97.77,0,0,0,11668.05,9,2422,0.08,36,2,6,2,1
"AbstractTestBidiMap",29,0.21,1.52,222,2.87,133640.42,32,3,10,30,12,149.85,56,293,26.00,128.00,5,0.08,10,1,21,5,2,34,0.13,5.00,org.apache.commons.collections.AbstractTestMap,108.83,1,0,1,8599.73,12,1792,0.00,44,8,7,2,10
"AbstractTestBidiMap$TestBidiMapEntrySet",2,0.00,3.00,41,0.62,35451.10,2,0,10,2,1,108.54,6,50,68.00,2.00,5,0.50,0,1,2,1,2,9,0.00,0.00,org.apache.commons.collections.TestMapEntrySet,87.92,0,0,0,1847.93,8,322,0.00,6,0,0,1,0
"AbstractTestBidiMap$TestBidiMapIterator",9,0.00,1.00,22,0.16,1424.88,9,0,10,9,4,172.66,2,32,6.00,9.00,1,0.83,0,5,2,4,6,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestMapIterator,138.97,0,0,0,470.00,6,135,0.75,9,7,0,1,1
"AbstractTestBidiMap$TestInverseBidiMap",13,0.08,1.00,29,0.18,2081.58,14,1,10,13,2,140.41,0,43,8.00,0.00,1,0.67,0,2,1,2,3,0,0.92,0.00,org.apache.commons.collections.bidimap.AbstractTestBidiMap,140.41,0,0,0,548.92,0,168,0.21,13,12,0,1,0
"AbstractTestCollection",39,0.08,2.92,542,6.57,381928.66,41,2,13,39,9,48.20,395,719,35.00,0.00,11,0.12,20,3,22,1,4,133,0.42,5.00,org.apache.commons.collections.AbstractTestObject,96.27,0,0,0,19719.43,3,3638,0.06,114,17,8,2,17
"AbstractTestComparator",16,0.00,1.19,68,0.64,13207.69,16,0,8,16,6,110.66,76,95,10.00,16.00,4,0.27,7,3,9,1,4,24,0.00,1.75,org.apache.commons.collections.AbstractTestObject,124.32,0,0,0,1918.37,5,431,0.37,19,7,5,2,7
"AbstractTestIterableMap",5,0.00,2.80,53,0.51,16569.04,5,0,7,5,10,104.62,20,65,10.00,5.00,4,0.09,9,1,4,4,2,10,0.00,4.50,org.apache.commons.collections.AbstractTestMap,104.39,0,0,0,1517.37,3,321,0.00,14,1,6,2,0
"AbstractTestIterableMap$InnerTestMapIterator",10,0.00,1.00,24,0.17,1586.82,10,0,7,10,4,171.52,2,35,6.00,10.00,1,0.83,0,5,2,4,6,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestMapIterator,139.26,0,0,0,513.19,6,148,0.83,10,8,0,1,2
"AbstractTestIterator",11,0.00,1.91,54,0.40,9747.58,11,0,3,11,13,79.28,77,77,7.00,11.00,5,0.10,27,3,5,1,4,25,0.00,6.75,org.apache.commons.collections.AbstractTestObject,121.57,0,0,0,1210.11,3,277,0.11,21,6,12,2,6
"AbstractTestList",44,0.00,2.98,523,5.87,240749.79,44,0,17,44,14,68.00,266,654,29.00,44.00,10,0.06,15,1,33,3,2,98,0.00,7.50,org.apache.commons.collections.AbstractTestCollection,100.78,0,0,0,17603.24,17,3441,0.00,131,11,11,2,10
"AbstractTestList$AbstractCollection",2,0.00,1.00,5,0.02,278.95,2,0,17,2,0,139.04,0,8,2.00,2.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,139.04,0,0,0,69.74,0,22,0.00,2,2,0,1,0
"AbstractTestList$BulkTestSubList",11,0.10,1.00,33,0.32,5034.36,12,1,17,11,1,132.02,0,45,16.00,0.00,1,0.67,0,2,4,1,3,0,0.91,0.00,org.apache.commons.collections.list.AbstractTestList,132.02,0,0,0,948.80,1,248,0.22,11,7,0,2,1
"AbstractTestList$TestListIterator",7,0.00,1.00,17,0.13,1131.67,7,0,17,7,2,139.00,0,25,5.00,7.00,1,0.83,0,5,1,2,6,0,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestListIterator,139.00,0,0,0,380.79,6,108,0.60,7,6,0,1,0
"AbstractTestListIterator",15,0.00,2.27,107,1.00,35098.79,15,0,4,15,6,81.57,88,144,10.00,15.00,5,0.44,4,4,8,1,5,32,0.00,0.80,org.apache.commons.collections.iterators.AbstractTestIterator,112.12,0,0,0,3008.70,5,632,0.19,34,7,5,2,5
"AbstractTestMap",56,0.04,1.86,496,5.71,280265.07,61,5,13,56,20,57.33,459,648,25.00,338.00,14,0.10,26,3,32,4,4,96,0.16,6.50,org.apache.commons.collections.AbstractTestObject,106.10,0,0,0,17127.92,8,3449,0.10,104,24,16,2,23
"AbstractTestMap$TestMapEntrySet",17,0.00,1.53,106,1.35,67669.42,17,0,13,17,1,152.78,6,132,25.00,53.00,5,0.50,0,1,7,1,2,6,0.00,0.00,org.apache.commons.collections.AbstractTestSet,112.65,0,0,0,4055.60,13,827,0.00,26,10,0,1,8
"AbstractTestMap$TestMapKeySet",13,0.00,1.00,32,0.23,2689.04,13,0,13,13,1,137.94,0,46,14.00,31.00,1,0.50,0,1,4,1,2,0,0.00,0.00,org.apache.commons.collections.AbstractTestSet,137.94,0,0,0,694.25,6,201,0.00,13,9,0,1,6
"AbstractTestMap$TestMapValues",16,0.00,1.00,38,0.26,2869.04,16,0,13,16,1,182.07,7,55,13.00,40.00,1,0.50,0,1,4,1,2,7,0.00,0.00,org.apache.commons.collections.AbstractTestCollection,139.01,0,0,0,766.25,6,225,0.00,16,12,0,1,6
"AbstractTestMapEntry",10,0.22,1.10,49,0.56,14861.26,12,2,3,10,3,95.91,54,60,13.00,22.00,2,0.20,3,1,6,0,2,19,0.30,1.50,junit.framework.TestCase,120.02,0,0,0,1691.26,2,402,0.00,11,4,3,2,2
"AbstractTestMapIterator",17,0.00,2.35,157,1.64,56083.21,17,0,6,17,8,86.04,88,198,18.00,17.00,9,0.31,8,4,8,2,5,33,0.00,1.60,org.apache.commons.collections.iterators.AbstractTestIterator,106.74,0,0,0,4927.02,8,950,0.27,40,9,6,2,7
"AbstractTestObject",22,1.00,1.36,97,1.02,20865.94,23,1,11,22,8,99.64,118,137,14.00,22.00,3,0.02,98,2,11,1,3,20,0.00,32.67,org.apache.commons.collections.BulkTest,123.21,0,0,0,3052.27,2,698,0.00,30,11,7,2,10
"AbstractTestOrderedBidiMap",7,0.00,2.86,78,0.86,35432.57,7,0,10,7,10,148.26,11,100,31.00,7.00,6,0.22,6,2,6,5,3,6,0.00,2.00,org.apache.commons.collections.bidimap.AbstractTestBidiMap,102.12,0,0,0,2573.56,6,504,0.00,20,1,5,2,0
"AbstractTestOrderedBidiMap$TestBidiOrderedMapIterator",9,0.00,1.00,22,0.16,1424.88,9,0,10,9,4,172.66,2,32,6.00,9.00,1,0.83,0,5,2,4,6,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestMapIterator,138.97,0,0,0,470.00,6,135,0.75,9,7,0,1,1
"AbstractTestOrderedMap",8,0.00,2.75,83,0.93,37512.50,8,0,13,8,11,121.59,25,107,26.00,8.00,7,0.29,4,2,5,6,3,10,0.00,1.33,org.apache.commons.collections.map.AbstractTestIterableMap,103.56,0,0,0,2795.44,7,553,0.00,22,3,5,2,0
"AbstractTestOrderedMap$InnerTestOrderedMapIterator",9,0.00,1.00,22,0.15,1411.16,9,0,13,9,4,172.69,2,32,6.00,9.00,1,0.86,0,6,2,4,7,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestOrderedMapIterator,139.00,0,0,0,463.00,5,134,0.80,9,7,0,1,2
"AbstractTestOrderedMapIterator",6,0.00,2.67,68,0.86,34109.01,6,0,8,6,5,71.37,35,85,33.00,6.00,6,0.62,2,5,4,2,6,13,0.00,0.33,org.apache.commons.collections.iterators.AbstractTestMapIterator,101.49,0,0,0,2573.25,13,486,0.20,16,2,3,2,2
"AbstractTestSet",12,0.00,1.08,48,0.42,5899.37,12,0,6,12,8,91.04,76,68,8.00,34.00,2,0.25,11,4,4,1,5,17,0.00,2.20,org.apache.commons.collections.collection.AbstractTestCollection,127.10,0,0,0,1254.25,7,303,0.32,13,8,7,2,6
"AbstractTestSortedBag",1,0.00,1.00,3,0.01,83.00,1,0,0,1,4,93.73,11,5,0.00,1.00,1,0.50,3,4,1,1,5,2,0.00,0.60,org.apache.commons.collections.bag.AbstractTestBag,137.86,0,0,0,38.00,0,14,0.00,1,0,3,2,0
"AbstractTestSortedBidiMap",20,0.25,1.55,469,7.75,538777.99,23,3,14,22,6,126.94,37,486,47.00,52.00,2,0.50,2,3,14,4,4,30,0.10,0.50,org.apache.commons.collections.bidimap.AbstractTestOrderedBidiMap,84.65,2,0,2,23250.62,7,4282,0.00,31,6,2,2,0
"AbstractTestSortedMap",9,0.00,1.11,27,0.20,2446.95,9,0,8,9,6,156.68,26,35,13.00,9.00,2,0.44,4,4,4,2,5,8,0.00,0.80,org.apache.commons.collections.map.AbstractTestMap,133.78,0,0,0,610.78,2,162,0.11,10,5,4,2,0
"AbstractTestSortedMap$TestHeadMap",4,0.17,1.75,28,0.38,6675.58,6,2,8,4,1,149.01,1,32,7.00,0.00,3,0.50,0,1,2,1,2,1,0.62,0.00,org.apache.commons.collections.map.TestViewMap,113.70,0,0,0,1138.40,4,233,0.00,7,2,0,2,0
"AbstractTestSortedMap$TestSubMap",4,0.44,1.75,32,0.51,13715.96,7,3,8,4,1,144.39,1,37,7.00,0.00,3,0.50,0,1,2,1,2,1,0.67,0.00,org.apache.commons.collections.map.TestViewMap,109.07,0,0,0,1538.82,4,304,0.00,7,2,0,2,0
"AbstractTestSortedMap$TestTailMap",4,0.22,1.75,30,0.45,10054.40,7,3,8,4,1,146.49,1,34,7.00,0.00,3,0.50,0,1,2,1,2,1,0.50,0.00,org.apache.commons.collections.map.TestViewMap,111.18,0,0,0,1340.53,4,268,0.00,7,2,0,2,0
"AbstractTestSortedMap$TestViewMap",18,0.09,1.00,45,0.26,2867.17,22,4,8,19,3,168.46,3,64,9.00,66.00,1,0.83,0,5,4,3,6,6,0.17,0.00,org.apache.commons.collections.map.AbstractTestSortedMap,138.58,1,0,1,772.40,3,233,0.93,18,14,0,3,0
"AbstractTestSortedSet",10,0.00,1.50,54,0.50,15479.28,10,0,6,10,7,73.10,74,67,8.00,22.00,4,0.45,5,5,2,2,6,19,0.00,0.83,org.apache.commons.collections.set.AbstractTestSet,118.22,0,0,0,1487.81,3,338,0.34,15,8,5,2,0
"AbstractTestSortedSet$TestSortedSetSubSet",14,0.07,1.14,70,0.71,22140.02,22,8,6,14,2,169.47,14,91,8.00,46.00,2,0.86,0,6,2,2,7,21,0.19,0.00,org.apache.commons.collections.set.AbstractTestSortedSet,119.47,0,0,0,2120.08,1,470,0.75,16,12,0,1,8
"AllPredicate",4,0.33,1.50,21,0.17,4152.86,6,2,3,4,4,70.12,37,25,6.00,4.00,3,0.00,0,0,1,2,1,5,0.25,0.00,java.lang.Object,120.04,0,1,0,510.54,0,123,0.00,6,3,2,2,0
"AndPredicate",3,0.17,1.33,14,0.11,2285.59,6,3,2,3,3,73.72,29,19,5.00,1.00,2,0.00,0,0,1,1,1,4,0.44,0.00,java.lang.Object,123.04,0,1,0,343.36,0,89,0.00,4,2,2,2,0
"AnyPredicate",4,0.33,1.50,21,0.16,3742.37,6,2,3,4,4,70.48,37,25,6.00,4.00,3,0.00,0,0,1,2,1,5,0.25,0.00,java.lang.Object,120.39,0,1,0,493.66,0,120,0.00,6,3,2,2,0
"ArrayEnumeration",4,0.33,1.50,15,0.11,1986.14,6,2,3,4,0,153.75,11,30,2.00,0.00,2,0.00,0,0,2,0,1,1,0.75,0.00,java.lang.Object,128.01,0,1,0,339.60,0,88,0.00,6,2,0,2,1
"ArrayIterator",11,0.05,1.36,48,0.39,7928.15,15,4,3,11,6,78.32,117,70,4.00,11.00,3,0.00,2,0,8,1,1,23,0.30,2.00,java.lang.Object,124.31,0,1,0,1183.33,0,287,0.00,15,3,5,1,3
