Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, LCOM2, MAXCC, R-R, NSUB, NSUP, NCO, FOUT, DIT, CCOM, COH, S-R, Superclass, MINC, EXT, INTR, MPC, HVOL, HIER, HLTH, SIX, TCC, NQU, F-IN, MOD, LMC
"AbstractTestMap$TestMapEntrySet",16,0.00,1.56,104,1.39,83259.25,16,0,12,16,1,152.03,6,129,25.00,48.00,5,0.50,0,1,7,1,2,6,0.00,0.00,org.apache.commons.collections.AbstractTestSet,111.05,0,0,0,4172.57,13,835,0.00,25,9,0,1,6
"AbstractTestMap$TestMapKeySet",12,0.00,1.00,30,0.21,2425.15,12,0,12,12,1,137.77,0,43,13.00,28.00,1,0.50,0,1,4,1,2,0,0.00,0.00,org.apache.commons.collections.AbstractTestSet,137.77,0,0,0,631.88,6,183,0.00,12,8,0,1,4
"AbstractTestMap$TestMapValues",15,0.00,1.00,36,0.23,2605.15,15,0,12,15,1,182.84,7,52,13.00,37.00,1,0.50,0,1,4,1,2,7,0.00,0.00,org.apache.commons.collections.AbstractTestCollection,138.95,0,0,0,703.88,6,207,0.00,15,11,0,1,4
"AbstractTestMapEntry",10,0.22,1.10,49,0.56,14861.26,12,2,3,10,3,95.91,54,60,13.00,22.00,2,0.20,3,1,6,0,2,19,0.30,1.50,junit.framework.TestCase,120.02,0,0,0,1691.26,2,402,0.00,11,4,3,2,2
"AbstractTestMapIterator",17,0.00,2.35,157,1.67,62404.99,17,0,6,17,8,85.67,88,198,18.00,17.00,9,0.31,8,4,8,2,5,33,0.00,1.60,org.apache.commons.collections.iterators.AbstractTestIterator,106.37,0,0,0,5021.71,8,963,0.26,40,9,6,2,7
"AbstractTestObject",24,1.00,1.38,102,1.08,22927.20,25,1,11,24,9,101.93,126,145,17.00,24.00,3,0.02,124,2,11,1,3,22,0.00,41.33,org.apache.commons.collections.BulkTest,123.78,0,0,0,3249.64,2,738,0.00,33,13,8,2,13
"AbstractTestOrderedBidiMap",7,0.00,2.86,78,0.86,35432.57,7,0,10,7,10,148.26,11,100,31.00,7.00,6,0.20,7,2,6,5,3,6,0.00,2.33,org.apache.commons.collections.bidimap.AbstractTestBidiMap,102.12,0,0,0,2573.56,6,504,0.00,20,1,5,2,0
"AbstractTestOrderedBidiMap$TestBidiOrderedMapIterator",9,0.00,1.00,22,0.16,1424.88,9,0,10,9,4,172.66,2,32,6.00,9.00,1,0.83,0,5,2,4,6,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestMapIterator,138.97,0,0,0,470.00,6,135,0.73,9,7,0,1,1
"AbstractTestOrderedMap",8,0.00,2.75,83,0.93,37512.50,8,0,13,8,13,121.59,25,107,26.00,8.00,7,0.42,6,5,5,6,6,10,0.00,1.00,org.apache.commons.collections.map.AbstractTestIterableMap,103.56,0,0,0,2795.44,7,553,0.11,22,3,7,2,0
"AbstractTestOrderedMap$InnerTestOrderedMapIterator",9,0.00,1.00,22,0.15,1411.16,9,0,13,9,4,172.69,2,32,6.00,9.00,1,0.86,0,6,2,4,7,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractTestOrderedMapIterator,139.00,0,0,0,463.00,5,134,0.78,9,7,0,1,2
"AbstractTestOrderedMapIterator",6,0.00,2.67,68,0.86,34109.01,6,0,8,6,5,71.37,35,85,33.00,6.00,6,0.62,2,5,4,2,6,13,0.00,0.33,org.apache.commons.collections.iterators.AbstractTestMapIterator,101.49,0,0,0,2573.25,13,486,0.19,16,2,3,2,2
"AbstractTestSerialization",7,0.00,1.43,41,0.52,13338.41,7,0,7,7,9,130.91,23,55,12.00,7.00,3,0.20,7,2,3,2,3,8,0.00,2.33,org.apache.commons.collections.BulkTest,116.21,0,0,0,1564.07,1,316,0.00,10,4,7,2,4
"AbstractTestSet",13,0.00,1.08,50,0.43,5959.37,13,0,6,13,13,94.82,79,71,9.00,38.00,2,0.18,17,4,4,1,5,18,0.00,3.40,org.apache.commons.collections.collection.AbstractTestCollection,127.97,0,0,0,1278.25,7,311,0.36,14,9,12,2,6
"AbstractTestSortedBag",1,0.00,1.00,3,0.01,83.00,1,0,0,1,4,93.73,11,5,0.00,1.00,1,0.50,3,4,1,1,5,2,0.00,0.60,org.apache.commons.collections.bag.AbstractTestBag,137.86,0,0,0,38.00,0,14,0.00,1,0,3,2,0
"AbstractTestSortedBidiMap",20,0.25,1.55,469,7.75,538777.99,23,3,14,22,7,126.94,37,486,47.00,52.00,2,0.43,3,3,14,4,4,30,0.10,0.75,org.apache.commons.collections.bidimap.AbstractTestOrderedBidiMap,84.65,2,0,2,23250.62,7,4282,0.00,31,6,3,2,0
"AbstractTestSortedMap",9,0.00,1.11,27,0.20,2446.95,9,0,8,9,8,156.68,26,35,13.00,9.00,2,0.36,6,4,4,2,5,8,0.00,1.20,org.apache.commons.collections.map.AbstractTestMap,133.78,0,0,0,610.78,2,162,0.10,10,5,6,2,0
"AbstractTestSortedMap$TestHeadMap",5,0.00,1.60,30,0.39,6872.33,7,2,8,5,1,153.29,11,35,7.00,0.00,3,0.50,0,1,2,1,2,11,0.50,0.00,org.apache.commons.collections.map.TestViewMap,116.89,0,0,0,1183.37,4,246,0.00,8,3,0,2,0
"AbstractTestSortedMap$TestSubMap",5,0.25,1.60,34,0.53,13912.72,8,3,8,5,1,148.85,11,40,7.00,0.00,3,0.50,0,1,2,1,2,11,0.53,0.00,org.apache.commons.collections.map.TestViewMap,112.45,0,0,0,1583.79,4,317,0.00,8,3,0,2,0
"AbstractTestSortedMap$TestTailMap",5,0.08,1.60,32,0.46,10251.16,8,3,8,5,1,150.87,11,37,7.00,1.00,3,0.50,0,1,2,1,2,11,0.40,0.00,org.apache.commons.collections.map.TestViewMap,114.48,0,0,0,1385.51,4,281,0.00,8,3,0,2,0
"AbstractTestSortedMap$TestViewMap",16,0.08,1.00,41,0.24,2667.70,20,4,8,17,3,187.55,19,58,8.00,58.00,1,0.83,0,5,4,3,6,22,0.17,0.00,org.apache.commons.collections.map.AbstractTestSortedMap,138.03,1,0,1,713.53,3,214,0.76,16,12,0,3,0
"AbstractTestSortedSet",10,0.00,1.50,54,0.50,15479.28,10,0,6,10,8,73.10,74,67,8.00,22.00,4,0.42,6,5,2,2,6,19,0.00,1.00,org.apache.commons.collections.set.AbstractTestSet,118.22,0,0,0,1487.81,3,338,0.32,15,8,6,2,0
"AbstractTestSortedSet$TestSortedSetSubSet",15,0.05,1.13,72,0.71,22200.02,23,8,6,15,2,170.29,14,94,8.00,52.00,2,0.86,0,6,2,2,7,21,0.17,0.00,org.apache.commons.collections.set.AbstractTestSortedSet,120.36,0,0,0,2144.08,1,478,0.78,17,13,0,1,8
"AllPredicate",5,0.25,2.20,31,0.27,7615.47,7,2,3,5,6,72.90,56,40,7.00,2.00,3,0.00,0,0,1,4,1,6,0.30,0.00,java.lang.Object,115.87,0,1,0,810.23,0,185,0.00,11,4,2,2,0
"AndPredicate",4,0.22,1.25,16,0.13,2507.86,7,3,2,4,4,76.60,38,22,5.00,0.00,2,0.00,0,0,1,2,1,5,0.50,0.00,java.lang.Object,126.23,0,1,0,397.34,0,104,0.00,5,3,2,2,0
"AnyPredicate",5,0.25,2.20,30,0.26,6522.93,7,2,3,5,6,73.96,56,39,7.00,2.00,3,0.00,0,0,1,4,1,6,0.30,0.00,java.lang.Object,116.93,0,1,0,771.78,0,178,0.00,11,4,2,2,0
"ArrayEnumeration",4,0.33,1.50,15,0.11,1986.14,6,2,3,4,0,153.75,11,30,2.00,0.00,2,0.00,0,0,2,0,1,1,0.75,0.00,java.lang.Object,128.01,0,1,0,339.60,0,88,0.00,6,2,0,2,1
"ArrayIterator",4,0.00,1.00,9,0.06,477.97,4,0,0,4,2,114.13,53,15,0.00,4.00,1,0.50,0,1,4,1,2,5,0.00,0.00,org.apache.commons.collections.iterators.ArrayIterator,141.27,0,0,0,191.01,0,60,0.13,4,0,1,1,0
"ArrayIterator",11,0.05,1.36,48,0.39,7928.15,15,4,3,11,6,78.32,117,70,4.00,11.00,3,0.00,2,0,8,1,1,23,0.30,2.00,java.lang.Object,124.31,0,1,0,1183.33,0,287,0.00,15,3,5,1,3
"ArrayListIterator",12,0.73,1.25,37,0.34,5854.89,13,1,4,12,5,83.09,121,54,6.00,22.00,2,0.50,0,1,7,2,2,17,0.33,0.00,org.apache.commons.collections.iterators.ArrayIterator,131.30,0,1,0,1016.08,2,256,0.17,15,5,3,1,1
"ArrayStack",10,1.00,1.70,46,0.40,12695.78,11,1,2,10,16,71.68,94,68,6.00,10.00,3,0.50,0,1,2,2,2,13,0.00,0.00,java.util.ArrayList,121.45,0,1,0,1199.27,3,281,0.00,17,8,14,1,2
"Bag",11,0.00,1.00,12,1.16,20155.29,11,0,3,11,32,120.07,150,13,0.00,11.00,1,0.50,0,1,0,0,2,408,0.00,0.00,,143.66,0,0,0,3487.99,0,763,0.00,11,11,32,1,0
"BagUtils",11,2.00,1.00,24,0.24,3465.76,13,2,12,14,19,126.30,163,36,9.00,11.00,1,0.00,0,0,1,18,1,14,0.00,0.00,java.lang.Object,138.46,3,0,3,728.06,0,196,0.00,11,10,1,1,0
"BagUtils$PredicatedBag",6,0.00,1.00,14,0.11,1295.65,6,0,2,6,2,138.66,0,23,4.00,6.00,1,0.50,0,1,1,2,2,0,0.00,0.00,CollectionUtils.PredicatedCollection,138.66,0,1,0,337.49,1,98,0.00,6,5,0,1,1
"BagUtils$PredicatedSortedBag",5,0.00,1.00,11,0.07,694.89,5,0,2,5,2,141.12,0,19,4.00,5.00,1,0.50,0,1,1,2,2,0,0.00,0.00,org.apache.commons.collections.PredicatedBag,141.12,0,1,0,202.81,0,65,0.00,5,4,0,1,1
"BagUtils$SynchronizedBag",6,0.00,1.00,13,0.11,1428.99,6,0,2,6,1,139.53,0,22,4.00,6.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.SynchronizedCollection,139.53,0,1,0,329.22,0,95,0.00,6,5,0,1,1
"BagUtils$SynchronizedSortedBag",5,0.00,1.00,11,0.07,802.86,5,0,2,5,1,140.63,0,19,4.00,5.00,1,0.50,0,1,1,1,2,0,0.00,0.00,org.apache.commons.collections.SynchronizedBag,140.63,0,1,0,205.06,0,65,0.00,5,4,0,1,1
"BagUtils$UnmodifiableBag",6,0.00,1.00,13,0.10,952.02,6,0,2,6,1,140.92,0,22,6.00,6.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.UnmodifiableCollection,140.92,0,1,0,295.06,0,87,0.00,6,5,0,1,0
"BagUtils$UnmodifiableSortedBag",5,0.00,1.00,11,0.06,654.73,5,0,2,5,1,141.33,0,19,4.00,5.00,1,0.50,0,1,1,1,2,0,0.00,0.00,org.apache.commons.collections.UnmodifiableBag,141.33,0,1,0,189.63,0,62,0.00,5,4,0,1,1
"BeanMap",32,0.03,2.09,186,2.17,76085.01,38,6,17,33,9,66.20,311,287,22.00,340.00,8,0.50,0,1,10,4,2,53,0.14,0.00,java.util.AbstractMap,115.42,1,1,1,6503.06,2,1356,0.00,67,22,5,1,15
"BeanMap$AbstractSet",2,0.00,1.00,5,0.03,254.31,2,0,17,2,1,139.35,0,8,2.00,2.00,1,0.00,0,0,0,1,1,0,0.00,0.00,java.lang.Object,139.35,0,0,0,78.89,1,24,0.00,2,2,0,1,0
"BeanMap$AbstractSet$Iterator",3,0.50,1.00,9,0.07,1022.98,4,1,15,5,2,133.03,0,15,4.00,1.00,1,0.00,0,0,1,2,1,0,0.67,0.00,java.lang.Object,133.03,2,0,2,214.68,1,61,0.00,3,2,0,0,0
"BeanMap$Iterator",3,0.00,1.00,8,0.05,610.46,3,0,17,3,0,136.70,0,12,2.00,3.00,1,0.00,0,0,1,0,1,0,0.00,0.00,java.lang.Object,136.70,0,0,0,135.94,1,40,0.00,3,2,0,1,0
"BeanMap$Iterator_7",3,0.00,1.00,9,0.06,1066.59,3,0,17,3,1,132.88,0,13,3.00,3.00,1,0.00,0,0,1,1,1,0,0.00,0.00,java.lang.Object,132.88,0,0,0,194.03,1,52,0.00,3,2,0,1,0
"BeanMap$MyMapEntry",2,1.00,1.00,12,0.10,1978.24,3,1,17,2,2,68.16,18,15,7.00,2.00,1,0.67,0,2,1,2,3,5,0.50,0.00,org.apache.commons.collections.keyvalue.AbstractMapEntry,118.16,0,0,0,295.59,2,75,0.00,2,1,0,2,0
"BeanMap$Transformer",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_0",1,0.00,1.00,3,0.03,342.66,1,0,17,1,0,133.01,0,5,6.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,133.01,0,0,0,76.15,0,20,0.00,1,1,0,1,0
"BeanMap$Transformer_1",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_2",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_3",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_4",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_5",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BeanMap$Transformer_6",1,0.00,1.00,3,0.02,243.78,1,0,17,1,0,134.18,0,5,5.00,1.00,1,0.00,0,0,0,0,1,0,0.00,0.00,java.lang.Object,134.18,0,0,0,60.94,0,17,0.00,1,1,0,1,0
"BidiMap",5,0.00,1.00,6,0.22,3008.00,5,0,0,5,27,169.07,93,7,0.00,5.00,1,0.50,0,1,0,2,2,30,0.00,0.00,,145.93,0,0,0,668.00,0,169,0.33,5,5,25,1,0
"BinaryHeap",28,0.04,1.93,136,1.57,79210.68,33,5,4,28,4,67.78,255,187,14.00,194.00,8,0.50,0,1,17,3,2,56,0.24,0.00,java.util.AbstractCollection,117.77,0,1,0,4718.00,1,1030,0.00,54,11,1,2,11
"BinaryHeap$Iterator",3,0.50,3.33,29,0.27,15747.59,5,2,4,3,0,104.19,0,43,16.00,0.00,7,0.00,0,0,1,0,1,1,0.83,0.00,java.lang.Object,104.19,0,0,0,819.04,5,170,0.00,10,2,0,1,1
"BlockingBuffer",10,0.33,2.20,73,0.84,34304.69,12,2,5,10,6,60.46,91,108,11.00,0.00,4,0.67,0,2,2,3,3,11,0.20,0.00,org.apache.commons.collections.buffer.SynchronizedBuffer,110.45,0,0,0,2534.39,1,516,0.17,22,8,3,1,2
"BooleanComparator",10,0.06,1.00,28,0.27,5526.75,14,4,2,11,3,101.38,128,41,16.00,34.00,1,0.00,0,0,2,0,1,16,0.20,0.00,java.lang.Object,132.49,1,1,1,815.25,1,209,0.00,10,8,3,2,1
"BoundedBuffer",10,0.26,1.70,51,0.55,21724.51,13,3,9,10,9,86.96,59,76,16.00,30.00,7,0.67,0,2,2,6,3,9,0.10,0.00,org.apache.commons.collections.buffer.SynchronizedBuffer,117.94,0,1,0,1641.78,2,357,0.17,17,8,3,1,2
"BoundedBuffer$NotifyingIterator",2,0.00,1.00,7,0.03,359.06,2,0,9,2,1,172.61,4,11,2.00,2.00,1,0.50,0,1,2,1,2,2,0.00,0.00,org.apache.commons.collections.iterators.AbstractIteratorDecorator,132.72,0,0,0,103.73,0,33,0.29,2,0,0,1,0
"BoundedCollection",2,0.00,1.00,3,0.03,232.86,2,0,1,2,9,130.06,10,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.93,0,0,0,97.95,0,30,0.00,2,2,9,1,0
"BoundedFifoBuffer",16,0.16,2.38,95,1.15,64596.84,22,6,13,16,9,63.58,137,123,12.00,0.00,7,0.33,1,1,6,4,2,22,0.31,0.50,java.util.AbstractCollection,113.20,0,1,0,3459.58,2,720,0.00,38,10,5,1,3
"BoundedFifoBuffer",14,0.17,2.29,72,0.89,46421.62,19,5,5,14,8,69.02,109,100,10.00,0.00,6,0.50,0,1,4,4,2,17,0.36,0.00,java.util.AbstractCollection,116.22,0,1,0,2655.81,2,563,0.00,32,10,4,1,2
"BoundedFifoBuffer$Iterator",3,0.67,2.67,30,0.28,14722.25,6,3,5,3,1,151.93,2,38,3.00,0.00,5,0.00,0,0,1,1,1,2,0.78,0.00,java.lang.Object,104.02,0,0,0,833.81,2,174,0.00,8,2,0,1,2
"BoundedFifoBuffer$Iterator",3,0.67,3.00,34,0.34,21797.48,6,3,13,3,1,150.57,3,47,17.00,0.00,6,0.00,0,0,1,1,1,3,0.78,0.00,java.lang.Object,100.57,0,0,0,1005.22,2,203,0.00,9,2,0,1,2
"BoundedMap",2,0.00,1.00,3,0.03,232.86,2,0,1,2,5,130.06,10,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.93,0,0,0,97.95,0,30,0.00,2,2,5,1,0
"Buffer",2,0.00,1.00,3,0.03,267.11,2,0,1,2,33,115.24,12,4,0.00,2.00,1,0.50,0,1,0,0,2,6,0.00,0.00,,147.46,0,0,0,94.37,0,30,0.00,2,2,33,1,0
"BufferOverflowException",4,0.33,1.00,12,0.06,470.29,5,1,0,4,6,87.74,33,17,1.00,0.00,1,0.50,0,1,3,0,2,5,0.75,0.00,java.lang.RuntimeException,136.67,0,0,0,175.28,1,54,0.00,4,1,6,1,0
"BufferUnderflowException",4,0.33,1.00,12,0.06,470.29,5,1,1,4,18,87.16,34,17,1.00,0.00,1,0.50,0,1,3,0,2,5,0.75,0.00,java.util.NoSuchElementException,136.67,0,0,0,175.28,1,54,0.00,4,1,18,1,0
"BufferUtils",10,1.00,1.00,21,0.22,3095.88,11,1,7,12,16,110.64,131,32,8.00,10.00,1,0.00,0,0,1,11,1,12,0.00,0.00,java.lang.Object,139.14,2,0,2,647.79,0,174,0.00,10,9,5,1,0
"BufferUtils$PredicatedBuffer",3,0.00,1.00,7,0.05,511.96,3,0,1,3,2,139.47,0,13,6.00,3.00,1,0.50,0,1,1,2,2,0,0.00,0.00,CollectionUtils.PredicatedCollection,139.47,0,1,0,160.20,0,49,0.00,3,2,0,1,0
"BufferUtils$SynchronizedBuffer",4,0.00,2.00,21,0.17,3513.21,4,0,1,4,2,120.50,0,32,7.00,4.00,3,0.00,0,0,0,2,1,0,0.00,0.00,java.lang.Object,120.50,0,0,0,504.75,3,120,0.00,8,4,0,2,0
"BufferUtils$SynchronizedBuffer_0",3,0.00,1.00,7,0.05,577.05,3,0,1,3,1,139.06,0,13,6.00,3.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.SynchronizedCollection,139.06,0,1,0,157.78,0,48,0.00,3,2,0,1,0
"BufferUtils$UnmodifiableBuffer",3,0.00,1.00,7,0.04,392.50,3,0,1,3,1,140.37,0,13,5.00,3.00,1,0.50,0,1,1,1,2,0,0.00,0.00,CollectionUtils.UnmodifiableCollection,140.37,0,1,0,132.21,0,42,0.00,3,2,0,1,0
"BulkTest",5,0.75,1.60,19,0.17,2946.92,6,1,9,5,84,120.14,186,29,7.00,7.00,3,0.01,160,1,1,1,2,15,0.40,80.00,junit.framework.TestCase,127.19,0,1,0,518.70,3,127,0.00,8,4,84,1,0
"BulkTestSuiteMaker",11,0.03,3.36,95,1.21,37035.83,15,4,0,11,1,82.61,60,116,23.00,26.00,6,0.00,0,0,4,1,1,23,0.23,0.00,java.lang.Object,107.52,0,0,0,3629.59,0,735,0.00,37,7,1,0,9
"CaseInsensitiveMap",8,1.00,1.25,28,0.24,5572.24,9,1,5,8,2,82.58,86,37,6.00,20.00,3,0.67,0,2,6,1,3,11,0.00,0.00,org.apache.commons.collections.map.AbstractHashedMap,128.03,0,1,0,726.12,3,176,0.05,10,2,1,1,0
"ChainedClosure",6,0.30,2.00,39,0.37,12023.92,8,2,4,6,5,64.28,53,46,9.00,6.00,4,0.00,0,0,2,3,1,8,0.25,0.00,java.lang.Object,114.21,0,1,0,1119.96,0,245,0.00,12,4,2,1,0
"ChainedTransformer",6,0.30,2.00,40,0.38,12666.95,8,2,4,6,5,64.00,57,47,10.00,6.00,4,0.00,0,0,1,3,1,8,0.25,0.00,java.lang.Object,113.63,0,1,0,1135.88,0,249,0.00,12,5,2,1,0
"CircularFifoBuffer",4,1.00,1.25,12,0.07,654.89,5,1,1,4,2,106.10,52,18,1.00,4.00,2,0.67,0,2,3,1,3,5,0.00,0.00,org.apache.commons.collections.buffer.BoundedFifoBuffer,135.48,0,0,0,199.44,3,60,0.00,5,1,1,1,0
"CloneTransformer",5,0.50,1.20,17,0.13,1772.84,7,2,5,6,6,80.82,45,24,7.00,8.00,2,0.00,0,0,3,3,1,6,0.10,0.00,java.lang.Object,130.82,1,1,1,398.75,0,105,0.00,6,2,3,1,0
"Closure",1,0.00,1.00,2,0.01,84.05,1,0,0,1,17,96.28,8,3,0.00,1.00,1,0.00,0,0,1,0,1,1,0.00,0.00,,144.39,0,0,0,35.22,0,12,0.00,1,0,17,1,0
"ClosureTransformer",4,0.17,1.25,15,0.09,1226.06,6,2,3,4,4,79.72,36,21,4.00,0.00,2,0.00,0,0,1,2,1,5,0.38,0.00,java.lang.Object,129.72,0,1,0,277.56,0,76,0.00,5,3,2,1,0
"ClosureUtils",18,0.00,1.11,54,0.62,17615.90,18,0,13,18,16,106.09,246,72,16.00,18.00,3,0.00,0,0,1,13,1,21,0.00,0.00,java.lang.Object,129.40,0,0,0,1850.97,0,428,0.00,20,17,3,1,2
"CollatingIterator",21,0.03,1.95,127,1.10,29928.77,26,5,8,21,3,69.70,162,154,14.00,95.00,6,0.00,0,0,13,1,1,30,0.23,0.00,java.lang.Object,116.56,0,1,0,3307.68,1,749,0.00,41,8,2,1,10
"CollectionUtils",48,0.50,3.23,409,4.82,237046.65,50,2,17,51,17,74.04,607,513,27.00,94.00,14,0.00,0,0,10,12,1,52,0.01,0.00,java.lang.Object,106.46,3,0,3,14446.89,0,2921,0.00,155,38,5,1,7
"ComparableComparator",5,0.50,1.00,13,0.12,2085.53,7,2,2,6,11,130.24,78,20,17.00,8.00,1,0.00,0,0,1,0,1,10,0.10,0.00,java.lang.Object,134.66,1,1,1,351.13,1,96,0.00,5,4,11,1,0
"ComparatorChain",18,0.04,1.83,85,0.81,24073.11,22,4,6,18,3,71.48,174,119,12.00,10.00,6,0.00,0,0,13,0,1,25,0.29,0.00,java.lang.Object,120.81,0,1,0,2431.32,2,557,0.00,33,5,3,1,4
"ComparatorUtils",12,0.45,1.67,47,0.46,14021.05,13,1,8,13,9,80.22,132,67,13.00,0.00,3,0.00,0,0,1,7,1,13,0.58,0.00,java.lang.Object,124.34,1,0,1,1378.48,0,326,0.00,20,11,2,1,1
"CompositeCollection",23,0.11,1.91,137,1.35,43535.78,25,2,8,23,13,67.28,187,154,17.00,0.00,5,0.00,1,0,9,3,1,26,0.39,1.00,java.lang.Object,115.84,0,1,0,4063.58,1,904,0.00,44,14,10,1,4
"CompositeCollection$CollectionMutator",3,0.00,1.00,4,0.16,3050.26,3,0,8,3,1,104.87,36,5,0.00,3.00,1,0.00,0,0,0,1,1,9,0.00,0.00,,142.43,0,0,0,489.88,0,119,0.00,3,3,0,1,0
"CompositeMap",22,0.12,2.14,147,1.50,60409.41,24,2,7,22,9,79.02,275,155,12.00,0.00,4,0.00,0,0,9,3,1,25,0.39,0.00,java.lang.Object,112.66,0,1,0,4508.55,1,977,0.00,47,13,6,1,2
"CompositeMap$MapMutator",3,0.00,1.00,4,0.19,2793.24,3,0,7,3,1,142.26,48,6,0.00,3.00,1,0.00,0,0,2,1,1,9,0.00,0.00,,142.73,0,0,0,579.71,0,128,0.00,3,1,0,2,0
"CompositeSet",10,0.00,2.40,60,0.67,25249.65,10,0,5,10,7,72.34,70,73,22.00,18.00,7,0.50,0,1,7,2,2,12,0.00,0.00,org.apache.commons.collections.collection.CompositeCollection,114.63,0,1,0,2006.76,5,428,0.00,24,3,5,1,1
"CompositeSet$SetMutator",1,0.00,1.00,2,0.03,345.40,1,0,5,1,1,119.41,14,3,0.00,1.00,1,0.50,0,1,1,1,2,1,0.00,0.00,,139.55,0,0,0,100.47,0,26,0.00,1,0,0,2,0
"ConstantFactory",4,0.00,1.25,15,0.09,1159.52,7,3,2,5,6,80.28,38,21,3.00,0.00,2,0.00,0,0,1,1,1,5,0.33,0.00,java.lang.Object,129.91,1,1,1,273.11,0,74,0.00,5,3,5,1,0
"ConstantTransformer",4,0.00,1.25,15,0.09,1123.30,7,3,2,5,7,80.87,39,21,3.00,0.00,2,0.00,0,0,1,1,1,5,0.33,0.00,java.lang.Object,130.02,1,1,1,274.88,0,75,0.00,5,3,6,1,0
"CursorableLinkedList",45,0.01,2.62,350,3.95,158149.30,50,5,13,47,2,59.74,431,433,22.00,234.00,6,0.00,1,0,11,1,1,61,0.21,1.00,java.lang.Object,109.24,2,1,2,11856.33,0,2499,0.00,118,34,2,1,12
"CursorableLinkedList",20,0.37,1.65,94,0.84,16548.67,22,2,11,21,4,76.64,213,124,14.00,68.00,4,0.50,0,1,14,1,2,38,0.15,0.00,org.apache.commons.collections.list.AbstractLinkedList,122.57,1,1,1,2524.09,8,591,0.14,33,6,3,1,7
"CursorableLinkedList$Cursor",10,0.67,2.20,50,0.43,11812.45,11,1,13,10,0,169.52,8,70,11.00,26.00,6,0.50,0,1,8,0,2,1,0.40,0.00,org.apache.commons.collections.ListIter,120.23,0,1,0,1304.96,3,317,0.00,22,2,0,1,1
"CursorableLinkedList$Cursor",9,0.04,2.22,55,0.44,12495.77,12,3,11,9,1,66.45,80,77,5.00,30.00,4,0.50,0,1,8,1,2,33,0.30,0.00,AbstractLinkedList.LinkedListIterator,116.42,0,0,0,1323.00,2,313,0.00,20,1,0,2,1
"CursorableLinkedList$ListIter",11,0.28,1.82,75,0.71,19042.18,15,4,13,11,0,113.98,0,100,16.00,0.00,3,0.00,0,0,5,0,1,0,0.50,0.00,java.lang.Object,113.98,0,1,0,2115.70,4,480,0.00,20,6,0,0,3
"CursorableLinkedList$Listable",7,0.11,1.00,22,0.11,1020.29,10,3,13,7,0,163.12,1,30,4.00,6.00,1,0.00,0,0,3,0,1,1,0.43,0.00,java.lang.Object,135.18,0,1,0,323.16,0,99,0.00,7,4,0,1,0
"CursorableLinkedList$SubCursor",6,0.40,1.00,19,0.16,1958.07,7,1,11,6,1,172.19,12,26,2.00,0.00,1,0.50,0,1,3,1,2,3,0.67,0.00,org.apache.commons.collections.list.Cursor,132.30,0,0,0,473.56,4,125,0.00,6,3,0,2,1
"CursorableSubList",35,0.26,1.37,148,1.28,43040.19,38,3,0,35,1,172.48,29,199,11.00,143.00,6,0.50,0,1,5,1,2,8,0.08,0.00,org.apache.commons.collections.CursorableLinkedList,122.99,0,1,0,3825.17,27,924,0.50,48,30,1,0,2
