Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF
"AbstractMockPredicateTest",5,0.00,1.40,22,0.23,5272.02,7,2,8,5,1,79.08,36,32,8.00
"AbstractMultiSet",24,0.48,1.67,109,1.19,36683.14,26,2,11,24,6,117.23,101,152,16.00
"AbstractMultiSet$AbstractEntry",3,0.00,1.33,13,0.21,8677.85,3,0,11,3,0,169.68,3,23,34.00
"AbstractMultiSet$EntrySet",5,0.25,1.80,25,0.32,11834.70,6,1,11,5,1,160.99,9,39,10.00
"AbstractMultiSet$MultiSetIterator",4,0.60,1.75,28,0.28,5913.15,9,5,11,4,1,139.85,11,40,4.00
"AbstractMultiSet$Transformer<Entry<E>,E>",1,0.00,1.00,3,0.02,421.94,1,0,11,1,0,132.30,0,6,5.00
"AbstractMultiSet$UniqueSet",7,0.17,1.00,16,0.17,2770.57,8,1,11,7,1,184.63,10,30,5.00
"AbstractMultiSetDecorator",11,1.00,1.00,24,0.27,4644.11,12,1,3,11,3,174.18,24,46,6.00
"AbstractMultiSetTest",29,0.00,1.97,382,5.32,373057.62,29,0,15,29,10,124.76,76,462,27.00
"AbstractMultiSetTest$TestMultiSetUniqueSet",12,0.00,1.00,29,0.33,5493.95,12,0,15,12,2,135.52,0,53,15.00
"AbstractMultiValuedMap",30,0.15,1.67,142,1.78,58796.86,35,5,27,30,24,100.55,152,257,18.00
"AbstractMultiValuedMap$AsMap",11,0.30,1.18,34,0.38,8664.41,12,1,27,11,1,166.17,3,59,9.00
"AbstractMultiValuedMap$AsMap$AsMapEntrySet",5,0.00,1.20,15,0.21,3907.77,5,0,27,5,1,130.14,0,27,7.00
"AbstractMultiValuedMap$AsMap$AsMapEntrySetIterator",2,0.00,1.00,7,0.14,3704.73,2,0,27,2,2,171.71,3,11,15.00
"AbstractMultiValuedMap$EntryValues",2,0.00,1.50,5,0.32,18445.17,2,0,27,2,2,171.55,3,15,4.00
"AbstractMultiValuedMap$EntryValues$LazyIteratorChain<Entry<K,V>>",1,1.00,2.00,9,0.22,10477.84,3,2,27,4,2,103.29,0,12,12.00
"AbstractMultiValuedMap$EntryValues$LazyIteratorChain<Entry<K,V>>$Transformer<V,Entry<K,V>>",1,0.00,1.00,3,0.03,547.30,1,0,27,1,0,131.41,0,6,6.00
"AbstractMultiValuedMap$KeysMultiSet",6,0.00,1.17,18,0.21,3965.20,6,0,27,6,3,175.49,3,42,6.00
"AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer",1,0.00,1.00,3,0.13,2742.92,1,0,27,1,1,125.90,0,6,14.00
"AbstractMultiValuedMap$KeysMultiSet$MapEntryTransformer$AbstractMultiSet.AbstractEntry<K>",2,0.00,1.00,5,0.04,370.34,2,0,27,2,0,138.07,0,10,3.00
"AbstractMultiValuedMap$MultiValuedMapEntry",2,0.00,1.00,5,0.04,373.96,2,0,27,2,1,185.00,3,9,4.00
"AbstractMultiValuedMap$MultiValuedMapIterator",7,0.08,1.43,24,0.21,3882.35,9,2,27,7,2,171.88,3,41,6.00
"AbstractMultiValuedMap$Values",3,0.00,1.33,13,0.11,2700.22,3,0,27,3,2,173.67,3,18,5.00
"AbstractMultiValuedMap$ValuesIterator",4,0.33,1.25,16,0.14,1981.44,7,3,27,4,1,175.91,3,25,3.00
"AbstractMultiValuedMap$WrappedCollection",16,0.53,1.81,79,0.99,28405.36,17,1,27,16,3,167.31,11,125,13.00
"AbstractMultiValuedMapDecorator",24,0.50,1.08,55,0.64,11336.25,26,2,8,24,5,185.88,28,105,13.00
"AbstractMultiValuedMapTest",55,0.44,1.60,439,6.32,295832.65,57,2,23,55,24,131.58,156,548,22.00
"AbstractMultiValuedMapTest$TestMultiValuedMapAsMap",12,0.00,1.25,50,0.67,26906.08,12,0,23,12,3,160.55,4,71,10.00
"AbstractMultiValuedMapTest$TestMultiValuedMapEntries",12,0.00,1.00,29,0.35,4752.79,12,0,23,12,2,171.33,3,54,16.00
"AbstractMultiValuedMapTest$TestMultiValuedMapKeySet",8,0.00,1.00,17,0.17,2054.01,8,0,23,8,2,139.58,0,34,11.00
"AbstractMultiValuedMapTest$TestMultiValuedMapKeys",10,0.00,1.00,25,0.25,3226.55,10,0,23,10,3,136.17,0,45,15.00
"AbstractMultiValuedMapTest$TestMultiValuedMapValues",12,0.00,1.00,29,0.29,3737.59,12,0,23,12,2,166.71,2,53,14.00
"AbstractNavigableSetDecorator",14,1.00,1.00,30,0.34,5920.28,15,1,2,14,2,181.01,25,59,9.00
"AbstractNavigableSetTest",12,0.00,1.25,54,0.70,22678.63,12,0,4,12,6,86.34,74,77,14.00
"AbstractNavigableSetTest$TestNavigableSetSubSet",18,0.04,1.11,84,1.04,49239.59,27,9,4,18,2,118.72,0,126,9.00
"AbstractNullComparatorTest",2,0.00,1.00,8,0.08,2250.99,2,0,5,2,3,155.01,5,11,12.00
"AbstractNullComparatorTest$TestNullComparator1",5,0.00,1.00,18,0.20,7380.06,5,0,5,5,2,174.52,6,28,5.00
"AbstractNullComparatorTest$TestNullComparator2",5,0.00,1.00,18,0.21,7399.70,5,0,5,5,2,174.51,6,28,5.00
"AbstractObjectTest",25,1.00,1.36,109,1.19,27797.09,26,1,11,25,7,107.64,121,157,17.00
"AbstractOrderedBidiMapDecorator",8,0.00,1.00,17,0.11,1330.09,8,0,2,8,6,148.81,29,27,5.00
"AbstractOrderedBidiMapDecorator",8,0.00,1.00,17,0.19,3184.43,8,0,2,8,6,150.95,27,35,6.00
"AbstractOrderedBidiMapDecoratorTest",6,0.00,1.00,13,0.11,1453.59,6,0,3,6,2,188.03,8,26,4.00
"AbstractOrderedBidiMapDecoratorTest$TestOrderedBidiMap",3,1.00,1.33,11,0.12,2865.78,4,1,3,3,3,176.18,3,17,6.00
"AbstractOrderedBidiMapTest",8,0.00,2.62,80,0.99,51067.99,8,0,10,8,9,151.34,11,104,28.00
"AbstractOrderedBidiMapTest$TestBidiOrderedMapIterator",9,0.00,1.00,22,0.22,2615.54,9,0,10,9,3,170.58,2,40,6.00
"AbstractOrderedMapDecorator",9,0.00,1.00,19,0.12,1366.28,9,0,3,9,5,148.38,33,30,5.00
"AbstractOrderedMapDecorator",8,0.00,1.00,17,0.16,2557.42,8,0,2,8,4,141.54,31,29,6.00
"AbstractOrderedMapIteratorDecorator",10,0.11,1.10,25,0.18,2944.02,11,1,1,10,1,157.08,30,37,5.00
"AbstractOrderedMapIteratorDecorator",10,0.11,1.10,25,0.15,2051.25,11,1,1,10,1,170.36,24,37,5.00
"AbstractOrderedMapIteratorTest",6,0.00,2.67,65,0.99,52287.78,6,0,8,6,5,75.19,33,84,35.00
"AbstractOrderedMapTest",11,0.00,2.27,88,1.15,53208.89,11,0,13,11,14,130.26,32,120,23.00
"AbstractOrderedMapTest$InnerTestOrderedMapIterator",9,0.00,1.00,22,0.22,2675.89,9,0,13,9,4,170.50,2,40,6.00
"AbstractPatriciaTrie",51,0.06,3.55,487,6.60,550303.28,58,7,16,52,15,52.93,421,787,29.00
"AbstractPatriciaTrie$EntrySet",5,0.00,1.60,20,0.29,9126.58,5,0,16,5,1,169.36,3,34,10.00
"AbstractPatriciaTrie$EntrySet$EntryIterator",1,0.00,1.00,3,0.03,340.87,1,0,16,1,0,153.64,3,5,4.00
"AbstractPatriciaTrie$KeySet",5,0.00,1.00,13,0.12,1947.38,5,0,16,5,1,181.76,3,24,3.00
"AbstractPatriciaTrie$KeySet$KeyIterator",1,0.00,1.00,3,0.02,158.89,1,0,16,1,0,156.25,3,5,2.00
"AbstractPatriciaTrie$PrefixRangeEntrySet",3,0.17,2.00,19,0.26,10146.11,6,3,16,3,1,152.73,6,28,12.00
"AbstractPatriciaTrie$PrefixRangeEntrySet$EntryIterator",4,0.27,2.00,29,0.32,8180.15,9,5,16,4,1,117.58,15,41,6.00
"AbstractPatriciaTrie$PrefixRangeEntrySet$SingletonIterator",4,0.17,1.50,17,0.15,2468.35,6,2,16,4,1,174.12,3,24,4.00
